,Title,Ingredients,Photo
208,Cookbook:East Frisian Tea,"['>½ liter (2 cups ) per person of boiling water , soft if possible', '2 tablespoons per liter of water of loose black tea leaves , plus 1 more teaspoon ""for the pot""', '1 piece per person of rock sugar , locally called kluntjes', '1 teaspoon per serving of cream']",https://en.wikibooks.org/wiki/Special:FilePath/Tee_mit_sahnewolke.JPG?width=1000
209,Cookbook:Eba (Cassava Flake Swallow),"['1 liter water', '2 milk tins of processed cassava flakes (garri)']",https://en.wikibooks.org/wiki/Special:FilePath/Garri_%28Eba%29_and_Vegetable_soup.jpg?width=1000
210,Cookbook:Egbo (Nigerian Cornmeal Porridge),"['Dried corn', 'Salt']",https://en.wikibooks.org/wiki/Special:FilePath/Egbo_%28Food%29.jpg?width=1000
211,Cookbook:Egg Butter,"['3 eggs', '4 tbsp butter , softened', 'Salt to taste', 'Pepper to taste']",
212,Cookbook:Egg Roll,"['Egg roll wrappers (purchased or made from scratch )', 'Chicken or pork', 'Broccoli (optional)', 'Bok choy (optional)', 'Celery (optional)', 'Spinach (optional)', 'Bean sprouts', 'Powdered ginger', 'Soy sauce', 'Bamboo shoots', 'Oil to fry the filling, possibly including sesame oil', 'Oil to fry the finished rolls, possibly including shortening', 'Egg white']",https://en.wikibooks.org/wiki/Special:FilePath/CookbookEggrollOpen.jpg?width=1000
213,Cookbook:Eggnog Milkshake (Vegan),"['2 cups of Silk Nog (vegan eggnog substitute)', '1 pint of Soy Dream vanilla ice cream', 'Nutmeg']",https://en.wikibooks.org/wiki/Special:FilePath/Vegan_Eggnog_Milkshake.jpg?width=1000
214,Cookbook:Eggplant Parmesan (Melanzane alla Parmigiana) I,"['3–4 big eggplants (aubergines)', 'Tomato sauce', '200–300 grams of mozzarella cheese , sliced', 'Grated Parmesan cheese', 'Flour or breadcrumbs', 'Oil to fry', 'Salt', '2 eggs (optional)', 'Fresh basil (optional)', 'Pepper or other spices (optional), to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Melanzane_alla_Parmigiana.jpg?width=1000
215,Cookbook:Egyptian Cabbage Rolls (Mahshi Malfoof),"['1 head of cabbage', '500 grams ground beef or lamb', '1 cup rice , washed and drained', '1 onion , finely chopped', '2 cloves of garlic , minced', '2 tablespoons olive oil', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '½ teaspoon ground cinnamon', '½ teaspoon salt', '¼ teaspoon black pepper', '1 can (400 grams) diced tomatoes', '2 tablespoons tomato paste', '2 cups vegetable broth or water']",https://en.wikibooks.org/wiki/Special:FilePath/Mahshi_koromb.jpg?width=1000
216,Cookbook:Egyptian Grilled Pigeon (Fattah Meshaltet),"['1 tablespoon ground cumin', '1 tablespoon ground coriander', '1 teaspoon ground paprika', '1 teaspoon ground cinnamon', '1 teaspoon ground black pepper', '1 teaspoon salt', '4 cloves of garlic , minced', 'Juice of 1 lemon', '2 tablespoons olive oil', '4 whole pigeons , cleaned and gutted']",https://en.wikibooks.org/wiki/Special:FilePath/2_of_grilled_pigeon_at_KC_Seafood_Restaurtant.jpg?width=1000
217,Cookbook:Egyptian Lentil Soup,"['1 cup red lentils , rinsed', '1 medium onion , finely chopped', '2 cloves of garlic , minced', '2 tablespoons olive oil', '1 teaspoon ground cumin', '½ teaspoon ground coriander', '½ teaspoon ground paprika', '¼ teaspoon ground turmeric', '4 cups vegetable broth or water', '1 tablespoon lemon juice', 'Salt to taste', 'Pepper to taste', 'Fresh parsley or cilantro , chopped (for garnish)']",https://en.wikibooks.org/wiki/Special:FilePath/EgFoodLentilSoup.jpg?width=1000
218,Cookbook:Egyptian Meatballs (Kofta),"['500 grams ground beef or lamb', '1 small onion , finely chopped', '2 garlic cloves, minced', '¼ cup fresh parsley , finely chopped', '¼ cup fresh cilantro , finely chopped', '1 teaspoon ground cumin', '1 teaspoon ground paprika', '½ teaspoon ground cayenne pepper (optional, for added spice)', 'Salt to taste', 'Pepper to taste', 'Olive oil , for brushing']",https://en.wikibooks.org/wiki/Special:FilePath/Kofta.jpg?width=1000
219,Cookbook:Egyptian Milk Pudding (Mahalabiya),"['4 cups milk', '½ cup granulated sugar', '¼ cup cornstarch', '1 teaspoon rosewater', '1 teaspoon orange blossom water', 'Ground cinnamon for garnish', 'Crushed pistachios or almonds for garnish']",https://en.wikibooks.org/wiki/Special:FilePath/Mhallabiyyeh_%28Arabic_milk_pudding%29.jpg?width=1000
220,Cookbook:Egyptian Okra Stew,"['1 pound fresh okra pods, washed and ends trimmed', '1 onion , finely chopped', '3 cloves of garlic , minced', '2 tablespoons vegetable oil', '2 cups tomato purée or crushed tomatoes', '1 teaspoon ground cumin', '½ teaspoon ground coriander', '½ teaspoon ground turmeric', '¼ teaspoon cayenne pepper (optional, for heat)', 'Salt to taste', 'Pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Bamya_stew_at_Ankara.jpg?width=1000
221,Cookbook:Egyptian Roast Lamb (Kharouf Mahshi),"['4 cloves of garlic , minced', '2 tablespoons olive oil', '2 tablespoons lemon juice', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '1 teaspoon ground paprika', '1 teaspoon ground cinnamon', '1 teaspoon salt', '½ teaspoon black pepper', '1 ea . (approximately 2.5–3 kg ) whole leg of lamb']",https://en.wikibooks.org/wiki/Special:FilePath/Two_of_roasted_lamb_legs.jpg?width=1000
222,Cookbook:Egyptian Stuffed Grape Leaves (Warak Enab Mahshi),"['1 jar of grape leaves in brine, rinsed and drained', '1 cup long-grain rice', '1 medium onion , finely chopped', '¼ cup fresh parsley , finely chopped', '¼ cup fresh dill , finely chopped', '¼ cup fresh mint , finely chopped', '¼ cup olive oil', '2 tablespoons lemon juice', '1 teaspoon ground cumin', '½ teaspoon ground coriander', 'Salt to taste', 'Pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Mahshi.JPG?width=1000
223,Cookbook:Ekuru (White Bean Pudding),"['Dried white beans , cleaned', 'Water', 'Salt (optional)', 'Leaves, small heat-safe nylon bags, cupcake tins or any other mold for steaming']",https://en.wikibooks.org/wiki/Special:FilePath/Ekuru_and_ata_din_din.jpg?width=1000
224,Cookbook:Ekwang (Cameroonian Taro Leaf Stew),"['2 pounds cocoyam leaves', '1 pound beef , cut into cubes', '1 cup crayfish', '2 onions , finely chopped', '4 cloves of garlic , minced', '2 tablespoons palm oil', '2 tablespoons groundnut oil', '2 tablespoons ground crayfish', '2 tablespoons dried bitterleaf', '2 tablespoons dried utazi leaves', '2 cups water', 'Salt , to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Ekwang_%28Grated_cocoyam%29.jpg?width=1000
225,Cookbook:Empanada,"['1 tsp salt', '2–3 cups cold water', '1 kg (about 8 cups ) flour', '2 eggs', '200 g (about 1 cup) butter or margarine', 'Olive oil', 'Cornstarch', '1 kg ground beef', '1 large onion', '2 tbsp vegetable oil', '2 tbsp sugar', '1 ½ tsp black pepper', '1 ½ tsp paprika', '1 tsp salt', '½ tsp ground cumin ( comino ), optional. Cumin is very invasive and gives the filling a whole different flavor.', '½ tsp ground cinnamon', '¼ tsp nutmeg', '¼ tsp cloves', '½ cup raisins', 'Green olives (optional)', 'Diced hard-boiled egg (optional)', 'Diced boiled potatoes (optional)', '1 kg ground beef', '2 cloves garlic', '3 large onion', '2 tbsp olive oil', '1 tbsp sugar', '1 ½ tsp black pepper', '1 ½ tsp paprika', '1 tsp salt', '½ tsp ground cumin ( comino )', '1 bay leaf', '½ cup raisins', 'Black olives', 'Diced hard-boiled egg']",https://en.wikibooks.org/wiki/Special:FilePath/Empanadas.JPG?width=1000
226,Cookbook:English Breakfast,"['4 rashers of bacon (smoked bacon without too much fat is best, e.g. smoked back bacon)', '4 eggs', '4 English-style pork sausages', '4 medium-sized tomatoes , halved around the equator', '400 g mushrooms , sliced', '4–8 slices of bread (traditionally white)', '1 tin baked beans (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/English_Breakfast_nic.jpg?width=1000
227,Cookbook:Ensalada Rusa (Uruguayan Potato Salad),"['2 large potatoes , diced', '1 cup fresh peas', '2 carrots , diced', '½–¾ cup mayonnaise', 'Salt to taste', 'Pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Russian_Salad.jpg?width=1000
228,Cookbook:Eru And Water Fufu,"['Eru leaf, cleaned and chopped', 'Water leaf , cleaned and chopped', '½ litre palm oil', 'Maggi cube', '2 wrappings ground crayfish', 'Dry fish', '½ kg meat', '½ kg cow skin , cut into pieces', 'Salt', 'Green pepper, ground', 'Chilli pepper (optional), ground', 'Smoked fish (optional)', 'Spinach (optional)', 'White wrappings of water fufu mixture', 'Water (to mix)']",https://en.wikibooks.org/wiki/Special:FilePath/Les_plats_du_Cameroun-2.jpg?width=1000
229,Cookbook:Ewedu Soup (Yoruba Style),"['2–3 pieces of beef , goat meat, or fish (your choice)', '1 medium onion , chopped', '2–3 stock cubes', 'Salt , to taste', 'Water', '3 cups ewedu leaves (fresh or dried)', '1–2 red bell peppers (optional)', '1–2 tablespoons ground pepper or fresh pepper (to taste)', '2 tablespoons palm oil', '1 tablespoon ground crayfish (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Eba_with_Ewedu_soup_%26_Stew_with_Croaker_Fish_and_Shaki.jpg?width=1000
230,Cookbook:Eärgon Salsa,"['4 fresh jalapeño peppers', '4 tablespoons distilled white vinegar', '4 tablespoons minced garlic', '1 can (12 ounces ) unsalted tomato paste']",https://en.wikibooks.org/wiki/Special:FilePath/Eargon_Salsa_with_Broccoli.jpg?width=1000
231,Cookbook:Fabes con Almejas (Spanish Beans with Clams),"['1 pound (450 g) dried white beans (e.g. navy, great northern, cannellini)', '24 live littleneck or mahogany clams', '3 cloves garlic', '2 bay leaves', '3 tablespoons extra-virgin olive oil', '½ ea . (~ 4 oz) onion', '1 generous pinch of saffron or yellow food coloring', '1 tablespoon sweet paprika (not smoked)', '¼ cup chopped parsley', 'A large loaf of crusty bread', 'Salt as needed']",https://en.wikibooks.org/wiki/Special:FilePath/Fabes_con_almejas_-_Jlastras.jpg?width=1000
232,Cookbook:Fairy Cakes,"['125 g (4.4 oz ) butter', '¾ cup (165 g / 5.8 oz) caster sugar', '1 tsp vanilla or lemon extract', '2 eggs', '2 cups (275 g / 9.7 oz) self-raising flour', '½ cup (125 ml / 4.2 oz) milk', '½ cup (140 g / 4.9 oz) jam (optional)', '½ cup (125 ml / 4.2 oz) cream (optional), whipped', 'Icing sugar for dusting (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Fairy_cakes_close_up_on_tray.jpg?width=1000
233,Cookbook:Falafel,"['2 cups (480 g ) chickpeas , drained', '4 cloves of garlic , peeled and sliced', '4 tablespoon parsley, chopped', '1 onion , cut into chunks', '1 teaspoon (0.25 g) ground coriander', '1 teaspoon (0.75 g) ground cumin', '1 teaspoon (0.46 g) cayenne pepper', '1 teaspoon baking powder', '6 tablespoon flour', '½ cup vegetable oil ( sunflower or corn oil ) for frying']",https://en.wikibooks.org/wiki/Special:FilePath/Bowl_of_falafel.jpg?width=1000
234,Cookbook:Fanke (Hausa Puff Puff),"['3 cups all-purpose flour or semovita', '1 tablespoon instant yeast', '1 cup white granulated sugar', '1 ½ tsp baking powder', '2 cups warm water', 'Vanilla flavor to taste', 'Vegetable oil']",https://en.wikibooks.org/wiki/Special:FilePath/Hausa_Food_Fanke.jpg?width=1000
235,Cookbook:Farofa,"['1-2 tbsp butter or vegetable oil , preferably olive oil .', '2 large garlic cloves, minced', 'A few pieces of chopped processed fatty meat (typically bacon )', '2 onions , chopped', '500 g manioc (cassava) flour or premade farofa mix', '1–2 tbsp tempero baiano (see notes)', 'Salt to taste', 'Cilantro to taste, chopped (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Farofa_de_cebola.jpg?width=1000
236,Cookbook:Faten Wake (Hausa Bean Porridge),"['2 cups dried beans ( black-eyed peas or brown beans)', 'Water (enough to cook the beans)', '1 medium onion , chopped', '2–3 fresh tomatoes , chopped', '1–2 Scotch bonnet chiles or chile powder to taste', '1–2 tablespoons groundnut oil or palm oil', '1 small bunch of leafy greens, such as spinach , sorrel , ugu, amaranth, or bitterleaf , chopped (optional)', '1–2 seasoning cubes (optional)', 'Salt , to taste', 'Ground crayfish (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Faten_wake.png?width=1000
237,Cookbook:Feuerzangenbowle (German Wine Punch),"['2–3 bottles of dry red wine (e.g. Rioja)', '0.4 L rum (at least 54% alcohol; 80% would be better)', '2 oranges', '2 lemons (optional)', '1 cinnamon stick', '5 cloves', '1 pinch ground gingerbread spices (optional)', '1 zuckerhut (lump of white sugar )']",
238,Cookbook:Figolli (Maltese Easter Pastries),"['800 g self-raising flour', '200 g margarine', '200 g white granulated sugar', '4 eggs', '1 orange , zested', '2–3 tablespoons water', '200 g pure ground almonds', '100 g white granulated sugar', '125 ml water']",https://en.wikibooks.org/wiki/Special:FilePath/Heart_figolla.jpg?width=1000
239,Cookbook:Filipino-style Spaghetti,"['2 tbsp vegetable oil', '300 g (10.5 oz ) canned hot dogs , sliced', '2 onions , finely chopped', '1 tsp sea salt', '4 garlic cloves, minced', '500 g (1 lb ) pork mince', '2½ tbsp tomato paste', '1 cup banana ketchup', '700 g (1 lb 8 oz) tomato purée (you could also try sourcing the Filipino spaghetti sauce, although that will be sweeter)', '½ cup chicken stock', '2½ tbsp soy sauce', '600 g (1 lb 5 oz) dried spaghetti', '1 cup grated cheddar cheese , or to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Spaghetti_Filipino_Recipe.jpg?width=1000
240,Cookbook:Fish and Chips,"['125 g (4 oz ) plain flour', '125 g (4 oz) corn flour (cornstarch)', 'Salt', 'Enough cold water to form a batter', '4 cod / haddock / monkfish (or any other suitable flaky fish) fillets', '4 white potatoes , Maris Piper preferably', '1 litre (1¾ pint ) vegetable oil for deep-frying', 'Sea salt', '1 lemon , wedged', 'Sprig of parsley , to garnish', 'Sea salt', 'Malt Vinegar']",https://en.wikibooks.org/wiki/Special:FilePath/Beer_Battered_Fish_and_Chips.jpg?width=1000
241,Cookbook:Flaky Pie Crust,"['310 g (2 ½ cups ) flour', '6 g (1 tsp ) salt', '4 g (1 tsp) white granulated sugar (optional)', '225 g (1 cup) cold butter', '95 ml (⅓ cup + 1 tbsp ) cold water']",https://en.wikibooks.org/wiki/Special:FilePath/23-pies_finished.jpg?width=1000
242,Cookbook:Fleischkrapfen (Austrian Meat Pasties),"['200 g rye flour', '200 g wheat flour', 'Salt to taste', '40 g butter', '¼ litres milk', '400 g potatoes', '100 g bacon', '400 g smoked meat', '1 onion', 'Salt', 'Pepper', 'Marjoram', 'Parsley', '4 tbsp butter', 'Shortening or oil for deep frying']",https://en.wikibooks.org/wiki/Special:FilePath/Fleischkrapfen_on_plate.jpg?width=1000
243,Cookbook:Fleischnacka (Alsatian Meat and Pasta Roll),"['1 lb flour', '4 ea . eggs', 'Salt', '1 cup water', '2½ lb minced beef', '1 large onion', '3 cloves garlic', 'Nutmeg', 'Salt', 'Pepper', 'Oil', '2 pints beef stock', '4 cups Riesling wine (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Fleischschnacka.JPG?width=1000
244,Cookbook:Focaccia I,"['Active dry yeast (non-instant) [ note 3 ]', 'Warm water (approx. 110°F / 43°C)', 'Unbleached all-purpose flour', 'Extra-virgin olive oil', 'Sea salt', 'Total']",https://en.wikibooks.org/wiki/Special:FilePath/Focaccia.jpg?width=1000
245,Cookbook:Focaccia II,"['All-purpose flour', 'White sugar', 'Salt', 'Active dry yeast [ note 2 ]', 'Water [ note 3 ]', 'Vegetable oil', 'Egg', 'Olive oil', 'Dried rosemary , crushed', 'Total']",https://en.wikibooks.org/wiki/Special:FilePath/Focaccia.png?width=1000
246,Cookbook:Foithong (Egg Threads in Syrup),"['6 duck egg yolks', '3 chicken egg yolks', '1 kilogram white granulated sugar', '1 liter water', '2 pandan leaves', '2 tablespoons egg white']",https://en.wikibooks.org/wiki/Special:FilePath/Foi_thong.jpg?width=1000
247,Cookbook:Free Beer,"['3.8 kg Maris Otter (3.0 SRM)', '800 g Munich Malt (7.1 SRM)', '200 g Crystal Malt (66.0 SRM)', '100 g Brown Malt (95.4 SRM)', '80 g Carafa Special Type III (710.7 SRM)', '7.48 AAU Northern Brewer hop pellets (FWH.)', '25 g of 8.5% alpha acid', '2.92 AAU Williamette hop pellets (7 min.)', '15 g of 5.5% alpha acid', '35 g guaraná berries', 'London ale (White Labs #WLP013)']",https://en.wikibooks.org/wiki/Special:FilePath/RMLLBiereLibre.jpg?width=1000
248,Cookbook:French Canadian Shepherd's Pie (Pâté Chinois),"['8 medium fresh whole white potatoes', '2 lbs ground beef', '1 small yellow or Spanish onion , chopped', '1 small green bell pepper (optional), chopped', '1 can (15 oz ) whole kernel corn , drained, or creamed sweet corn with sauce', '2 tbsp butter', '½ cup milk', 'Salt', 'Pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Chinese_pie.jpg?width=1000
249,Cookbook:French Fries,"['Potatoes (those with a high dry matter content such as Russet or Maris Piper work best)', 'Cooking oil', 'Salt']",https://en.wikibooks.org/wiki/Special:FilePath/Pommes-1.jpg?width=1000
250,Cookbook:French Onion Soup,"['3 rounded cups (500 g ) chopped onion', 'A knob of butter (a little less than 2 tbsp or 25g)', '1 tbsp (15g) flour', '1.5 liters (roughly 5¼ cups) beef stock (chicken or vegetable stock is an acceptable alternative)', '1 bouquet garni (fresh bay , thyme, and Herbes de Provence , tied in a bundle or in a temporary sack made of cheesecloth )', '1 slice of stale french bread, per person (or fresh bread, toasted beforehand)', '3 tbsp red (50 ml ) port wine', '1 cup grated (125g) Gruyère cheese', 'Nutmeg', 'Salt', 'Pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Soupe_%C3%A0_l%27oignon.jpg?width=1000
251,Cookbook:French Onioned Chicken,"['Egg , beaten', 'Boneless chicken breast', 'French-fried onions , crushed', 'Paprika (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Fried_chicken_and_french_fries_-_Summer_Shack_-_Cambridge%2C_MA.jpg?width=1000
252,Cookbook:French Toast,"['1 egg', 'About ¼ cup (60 ml / 2 oz) milk or cream (more for softer, less eggy French toast; less for firmer, more eggy toast)', '2–3 slices bread (see notes)', 'Butter , margarine , or cooking oil', '½ teaspoon vanilla extract or similar', '¼–1 teaspoon nutmeg , cinnamon or other powdered spices suitable for sweet foods', '½ teaspoon sugar or honey', '¼ teaspoon salt', '¼ teaspoon pepper', 'Maple syrup', 'Jam , jelly , fruit syrup', 'Whipped cream', 'Powdered sugar', 'Nuts', 'Honey', 'Bacon', 'Raspberries , strawberries , blueberries , and/or bananas']",https://en.wikibooks.org/wiki/Special:FilePath/Frenchtoast.jpg?width=1000
